address,ID,categories,city,latitude,longitude,name,postal_code,review_count,stars_business
124 S 15th St,woTZpX92uByUgliPrh39Mg,"Cocktail Bars, American (New), Bars, Restaurants, Steakhouses, Seafood, Nightlife",Philadelphia,39.9501744,-75.1659335862,Ocean Prime,19102,513,4.0
2538 Welsh Rd,434A83c2ig6QxsZjrjclpQ,"Restaurants, Mexican, Nightlife, Bars",Philadelphia,40.0726066,-75.0341246,Las Margaritas,19152,511,3.5
206 Market St,7pAgxBMUjrVPH7xh3fn-gw,"Food, Restaurants, Cheesesteaks, Sandwiches, Desserts, Burgers",Philadelphia,39.9496989,-75.1441608,Oh Brother Philly,19106,511,4.5
2230 Fairmount Ave,-OIUunijjcq_ZzyyQhPPFQ,"Restaurants, Greek, Mediterranean",Philadelphia,39.9671642,-75.1748969,Zorba's Taverna,19130,510,4.5
1335 Frankford Ave,MlXH9dWYDFEBbwuGStlfZg,"Food, Cafes, Restaurants, Coffee & Tea, Breakfast & Brunch",Philadelphia,39.9712343,-75.1342432,La Colombe Coffee,19125,509,4.5
1114 Frankford Ave,YBak8o0xCiNN4sXr3izLbg,"Restaurants, Bars, Arcades, Tacos, Nightlife, Mexican, Arts & Entertainment",Philadelphia,39.9673696,-75.1345292,Barcade,19123,506,3.5
1200 Market St,D5V0Fawd6ODVgqCY8xngsw,"Event Planning & Services, Hotels & Travel, Restaurants, Hotels, Seafood",Philadelphia,39.9517461,-75.1602286,Loews Philadelphia Hotel,19107,505,3.5
1930 Chestnut St,0S3TvsmbCeOZ9UitnpRd1A,"Shanghainese, Tapas Bars, Cantonese, Seafood, Dim Sum, Chinese, Asian Fusion, Restaurants, Tapas/Small Plates, Szechuan",Philadelphia,39.9518328,-75.173394,Dim Sum House,19103,505,4.0
951 Wolf St,Pl_9HzOa8uy_YOUxgonzGw,"Mexican, Restaurants, Food",Philadelphia,39.9211192555,-75.1632766118,Los Gallos Mexican Taqueria,19148,503,4.5
1200 Arch St,pP_jeWrWq-lvMitmkM2Gkw,"Burgers, Ice Cream & Frozen Yogurt, Food, Hot Dogs, Restaurants, American (New), American (Traditional)",Philadelphia,39.9535213,-75.1597442,BurgerFi,19103,502,3.0
600 N Broad St,KscVqYYG7ziAroZhfNb0Ng,"Arts & Entertainment, Restaurants, Bars, Nightlife, Southern, Jazz & Blues",Philadelphia,39.964395,-75.161227,South,19130,501,4.0
217 W George St,9w6o_eyKCSNKgMtAuv6KWg,"Restaurants, Patisserie/Cake Shop, Cafes, Breakfast & Brunch, Coffee & Tea, Food, American (Traditional)",Philadelphia,39.9677290083,-75.1406717064,One Shot Coffee,19123,498,4.0
1400 S Christopher Columbus Blvd,h7n599RGtvFLmLycugT2MQ,"Soul Food, Breakfast & Brunch, Southern, Restaurants, Salad",Philadelphia,39.9293522,-75.1454738,Warmdaddy's,19147,498,3.5
100 N18th St,tYn8hGpZiRgJ8cP2FcI_YQ,"Food, Restaurants, Bars, Nightlife, American (New), Beer, Wine & Spirits, Gastropubs",Philadelphia,39.9557454576,-75.1698437,City Tap House,19103,497,4.0
2859 Holme Ave,O6hY9yenifuRXrpc4TfgsQ,"Restaurants, American (New), Burgers, Breakfast & Brunch, Sandwiches",Philadelphia,40.0571673033,-75.0304835714,The Blue Duck,19152,495,4.0
205 S 18th St,4tU9hlfzrCpcGWTIm-OKVA,"Breakfast & Brunch, Lounges, Restaurants, Food, Burgers, American (Traditional), Asian Fusion, American (New), Tapas Bars, French, Bars, Beer, Wine & Spirits, Nightlife",Philadelphia,39.949638,-75.170671,Rouge,19103,495,3.5
4333 Spruce St,s2JiYzE7i68cXIV6YEcVTw,"Breakfast & Brunch, Bars, American (New), Nightlife, Restaurants",Philadelphia,39.952821,-75.210442,Local 44,19104,494,3.5
243 Chestnut St,rgSHLh2Le0Un82FDxbq0mg,"American (New), Restaurants",Philadelphia,39.948901,-75.145787,The Little Lion,19106,494,4.0
161 W Girard Ave,RleiW2_QLyxgNjFfqDoZpw,"Italian, Gluten-Free, Food, Restaurants",Philadelphia,39.9695788,-75.1383832,Modo Mio,19123,492,4.0
1312 Spruce St,wUnLSg_GKfEIQ5CQQ770_g,"Italian, Cuban, Restaurants",Philadelphia,39.9466441,-75.1631867,Vetri Cucina,19107,489,4.5
263 S 15th St,NUJrCPU51Cvip4ayZD1P5g,"Nightlife, Restaurants, Bars, Mexican, Tex-Mex",Philadelphia,39.9476637,-75.166164,Jose Pistola's,19102,488,3.5
533 N 22nd St,40O7uKX-uAG_JDrS-OM85w,"Japanese, Sushi Bars, Asian Fusion, Restaurants",Philadelphia,39.9646735,-75.1741002,Umai Umai,19130,488,4.5
7200 Bustleton Ave,gYYMQeg4X8FUcCxXI4c2Tw,"Restaurants, Sandwiches, Cheesesteaks, Steakhouses, American (Traditional)",Philadelphia,40.0456111,-75.0609207,Steve's Prince of Steaks,19149,488,4.0
600 Washington Ave,2fJ-WxJlUN6azp3bzrJ0zA,"Restaurants, Chinese, Vietnamese",Philadelphia,39.9344521341,-75.1544015359,Pho Ha,19147,485,4.0
51 N 12th St,V6Om7YZhlRQRU7WfuxHq8Q,"Restaurants, Cajun/Creole",Philadelphia,39.9533224742,-75.1590000821,Beck's Cajun Cafe,19107,485,4.0
909 N 2nd St,R0JUjyjGEzUlY3auVhY_tg,"Restaurants, Vegan, Venues & Event Spaces, Active Life, American (Traditional), Sports Bars, Lounges, Bowling, Bars, Nightlife, Event Planning & Services",Philadelphia,39.9644125073,-75.1403277254,North Bowl,19123,484,4.0
1028 Arch St,KQgCflC8eqJU5kvJkByXzw,"Japanese, Bubble Tea, Shaved Ice, Food, Izakaya, Sushi Bars, Ramen, Restaurants, Bars, Cocktail Bars, Beer, Wine & Spirits, Nightlife",Philadelphia,39.9535423,-75.1574552,Yamitsuki Ramen,19107,478,3.5
620 S 9th St,7hpUoYdAVToZXwuPRgoqdA,"Restaurants, Food, Coffee & Tea",Philadelphia,39.9419516309,-75.1573562007,Chapterhouse Café & Gallery,19147,477,4.5
4201 Main St,KDplhtRYnHOCnuIjIGR8fA,"Nightlife, Comfort Food, American (New), Event Planning & Services, Beer Bar, Venues & Event Spaces, Restaurants, Bars, Cocktail Bars",Philadelphia,40.0238229063,-75.2201271057,The Goat's Beard,19127,477,4.0
1408 South St,JPfe9B-RLrE5Nz75kcKImQ,"Vegan, Cheesesteaks, Restaurants, Vegetarian, Sandwiches",Philadelphia,39.943571,-75.1659929,Govinda's Vegetarian,19146,476,3.5
2030 Chestnut St,JDv3h1xRFIW8fXckqgTdRg,"Restaurants, Karaoke, Bars, Nightlife, Japanese, Sushi Bars",Philadelphia,39.9520801,-75.1747619,Fuji Mountain,19103,475,4.0
601 N 21st St,M1q0l_VuI6MqRYLWGVhCCw,"Breakfast & Brunch, Bars, Pubs, Restaurants, Nightlife, Belgian",Philadelphia,39.9653226,-75.1725313,The Belgian Café,19130,474,3.5
908 Washington Ave,f2RHDdXezLHILvM7v1xOVA,"Mexican, Restaurants",Philadelphia,39.93613,-75.15913,Taqueria La Veracruzana,19147,472,4.0
1009 Christian St,oziGQYLaEWOpNmPKrZP86g,"Food, Restaurants, Desserts, Bakeries",Philadelphia,39.9393373391,-75.1597427314,Isgro Pastries,19147,472,4.5
1524 S St,oGMwCmV1EQZgCdylAbK9ow,"Southern, Restaurants, Seafood, Salad, American (New)",Philadelphia,39.9437809,-75.1681729,Rex at the Royal,19146,471,4.5
901 S 10th St,I1H5s9cVCGh1nH-4bhsSDA,"Restaurants, Italian, Pizza, Breakfast & Brunch",Philadelphia,39.9390394,-75.159227,Santucci's Original Square Pizza,19147,469,3.5
1628 Sansom St,mVV95BIwhFOa7TNH9pVMGA,"Indian, Restaurants",Philadelphia,39.9505197703,-75.1681517159,Philadelphia Chutney Company,19103,467,4.0
3432 Sansom St,6GXMHrB8u-3nq87zE1Av0w,"Restaurants, Soul Food, Barbeque, Sandwiches, Burgers, Caterers, Event Planning & Services",Philadelphia,39.953630921,-75.1929846337,Baby Blues BBQ Philly,19104,466,3.5
1920 Chestnut St,qBwOLby0sOJd3QG1o76W2w,"Restaurants, Tapas/Small Plates, Bars, Nightlife, Cocktail Bars, Indian, Breakfast & Brunch",Philadelphia,39.9517805,-75.1729152,Veda - Modern Indian Bistro,19103,465,4.0
224 S 40th St,ADe114o7Z4vb1O6HkM6YEA,"Greek, Fast Food, Restaurants, Breakfast & Brunch, Mediterranean, Salad",Philadelphia,39.9534811107,-75.2029253184,Greek Lady,19104,461,3.5
138 N 10th St,7z16CBc74GhbyqalwZrJUQ,"Noodles, Asian Fusion, Restaurants, Chinese, Seafood",Philadelphia,39.954754,-75.156191,Ting Wong Restaurant,19107,461,4.0
4410 Main St,GWv1-6HFvZf4cOy1J6_CKQ,"Mexican, Restaurants",Philadelphia,40.0258865,-75.2250971,Taqueria Feliz,19127,460,4.0
4618 Baltimore Ave,U30ggGzFpXvc2NZYwOW3qg,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food",Philadelphia,39.9486639126,-75.2158315415,Mood Cafe,19143,458,4.5
1822 Callowhill St,BnprLJ4Lr33--YjTmgk9Zg,"Restaurants, Korean, Japanese, Sushi Bars",Philadelphia,39.9602728,-75.1692394,Doma,19130,457,4.0
2028 Fairmount Ave,KHQXmUFiAD0FHvrMSakJBA,"Nightlife, Vegetarian, Wine Bars, American (New), Restaurants, Bars, Seafood, Vegan",Philadelphia,39.967061,-75.171243,Fare,19130,456,3.5
1148 S 11th St,Y7EalRsCafsApK5DcL_mTg,"Nightlife, Bars, American (Traditional), Pubs, Breakfast & Brunch, Restaurants, Beer Bar",Philadelphia,39.9358085,-75.1620574,Devil's Den,19147,455,3.5
1500 Locust St,xxL2_-oExRCwKs_Nyr0KiQ,"Pubs, Restaurants, Bars, Nightlife, Irish, Irish Pub",Philadelphia,39.9483513654,-75.1666795343,Fadó Irish Pub,19102,454,3.5
123 Chestnut St,QXGnmsKYANxOyZBqM-zlJA,"Nightlife, Irish, Restaurants, Bars, Gastropubs, Pubs",Philadelphia,39.948524,-75.1437297,The Plough & the Stars,19106,454,3.5
131 N 10th St,oyA87-Q_vqnmxVOn_auJQQ,"Restaurants, Chinese, Comfort Food",Philadelphia,39.9543751,-75.155929,Spice C,19107,453,4.0
114 Chestnut St,TRwPE6wsoAL6_fRaFdB4FA,"Restaurants, Indian",Philadelphia,39.948182,-75.1431548,Karma Restaurant & Bar,19106,453,4.0
408 S 2nd St,1UNorskttXSWuEcgzKzXcA,"Lounges, Restaurants, Asian Fusion, Mexican, Latin American, Nightlife, Bars",Philadelphia,39.9428742,-75.1456449,Xochitl,19147,453,3.5
2012 Sansom St,Mt6XTQfwk2DUD3AK29YIBg,"Italian, Restaurants",Philadelphia,39.9512428,-75.1741148,Melograno,19103,451,3.5
"3939 Chestnut St, Fl 2",zU5PPd9j4bYC_MepNSEDcA,"Restaurants, Chinese, Nightlife, Dim Sum, Event Planning & Services, Bars, Cantonese, Venues & Event Spaces",Philadelphia,39.9557715,-75.2016544,Dim Sum House,19104,451,4.0
743 S 4th St,7cpj7hjDTX5fb-6pYcZiGQ,"Coffee & Tea, Food, Comfort Food, American (New), Breakfast & Brunch, Restaurants",Philadelphia,39.93906,-75.14959,Hungry Pigeon,19147,449,4.0
622 S 6th St,BryQISFnkCdcJET-tpAx3w,"Restaurants, Middle Eastern, Breakfast & Brunch, Turkish, Mediterranean, Halal",Philadelphia,39.9414231194,-75.1524895976,Isot Mediterranean Cuisine,19147,448,4.5
32 S 18th St,5nqWNo7uVU1Zxm4tjnvkUw,"Japanese, Asian Fusion, Fast Food, Restaurants",Philadelphia,39.9521423264,-75.1702871165,Hai Street Kitchen & Co,19103,447,3.5
1311 Sansom St,KVFUBgmPEHGUaJNkpMGcLw,"Mediterranean, Greek, Restaurants, Tapas/Small Plates",Philadelphia,39.9499818693,-75.1624407579,Opa,19107,446,3.5
226 Market St,SIoCIxjn4jLt2O-4DajWJw,"Nightlife, Restaurants, American (New), Bars, Pubs",Philadelphia,39.949794,-75.144739,Mac's Tavern,19106,446,3.5
1138 S 13th St,qRgeV1CMZawRblc2qjHo_g,"Restaurants, Mexican",Philadelphia,39.936492,-75.165011,El Jarocho,19147,445,4.0
707 Chestnut St,jziliEq8Zum-EynD5v-Hvg,"Peruvian, Chinese, Restaurants, Asian Fusion, Latin American",Philadelphia,39.949786,-75.152623,Chifa,19106,444,4.0
317 Market St,7NwFNLC0SwX1SwQYlfF5yw,"American (Traditional), Restaurants, Sandwiches, Caterers, Breakfast & Brunch, Coffee & Tea, Cafes, Event Planning & Services, Burgers, American (New), Vegetarian, Food",Philadelphia,39.9504011,-75.1463684,Luna Café,19106,444,4.0
1113 Walnut St,9qXd3Frdpw2NFesclk7nPg,"American (New), Gastropubs, Bars, Nightlife, Food, Restaurants",Philadelphia,39.948732,-75.1591786,The Farmers' Cabinet,19107,444,3.5
216 S 11th St,3FKIev7ZB_KE6XHL9sUJCg,"Nightlife, Event Planning & Services, Local Flavor, Bars, American (Traditional), Restaurants, Unofficial Yelp Events",Philadelphia,39.948089,-75.1592111423,Strangelove's,19107,443,4.0
1504 Sansom St,Z5po0aTuzKKblek5y6Sp8Q,"Food, Burgers, Restaurants",Philadelphia,39.9503631,-75.1662246,500 Degrees,19102,443,3.5
135 S 18th St,3eJMsl41qwhcYlvoTF1ElQ,"Food, Breakfast & Brunch, Modern European, Restaurants, Beer, Wine & Spirits, American (New)",Philadelphia,39.950323,-75.170538,a.kitchen,19103,441,3.5
1836 Callowhill St,Lw1gzZZGI2GFQc6BI5zyJw,"American (Traditional), Restaurants",Philadelphia,39.960395,-75.169675,Kite & Key,19130,439,3.5
1030 N 2nd St,GKBN0jG6f9XhvWmAEOgYPw,"Apartments, Restaurants, Breakfast & Brunch, Tapas Bars, Nightlife, Spanish, Real Estate, Home Services, Bars",Philadelphia,39.967136901,-75.1402146458,Bar Ferdinand,19123,438,3.5
1303 Dickinson St,Wtr51cNrv1pYyIRg_IawYQ,"Restaurants, Bars, Performing Arts, Gluten-Free, Wine Bars, Nightlife, Italian, Arts & Entertainment",Philadelphia,39.931653,-75.166327,The Victor Cafe,19147,437,4.5
1706 Locust St,phsLOuBeiYI43hglvWK96Q,"Food, Vegetarian, Coffee & Tea, Bakeries, Juice Bars & Smoothies, Food Delivery Services, Gluten-Free, Cafes, Restaurants, Breakfast & Brunch, Vegan",Philadelphia,39.9487961,-75.1697449,P S & Co,19103,437,4.0
1142 Crease St,EzjysPg2-lVX1E0ibStUXw,"Restaurants, Pakistani, Indian",Philadelphia,39.9692049,-75.1325733,Ekta Indian Cuisine,19125,436,4.0
1102 Chestnut St,_34KJPR-T0HP9USJw1nCfw,"Soul Food, Fast Food, Restaurants, Vegetarian, Noodles, Ramen, Japanese, Vegan, Comfort Food",Philadelphia,39.95001,-75.158862,Hiro Ramen House,19107,435,4.0
210 W Rittenhouse Sq,e3Y3hDpwHc9RmQlJtIgHuw,"Restaurants, Breakfast & Brunch, Brazilian, American (New), French, Asian Fusion",Philadelphia,39.9499125,-75.1736448,Lacroix Restaurant at The Rittenhouse,19103,434,4.5
1711 Fairmount Ave,zpKTPWoW56wF6d9qNnxM3Q,"Food, Sandwiches, Restaurants, Breakfast & Brunch, Coffee & Tea",Philadelphia,39.9673313,-75.1658216,Rybread,19130,433,4.0
204 S 17th St,QWZuvqTYTMncVdhulUU73A,"Desserts, Chocolatiers & Shops, Food, Restaurants, Bakeries, Specialty Food, Coffee & Tea",Philadelphia,39.9497118,-75.169361,Miel Patisserie,19103,432,3.5
1713 South St,bIGFd99r3iUNB0xshlZ5Sw,"American (New), Restaurants",Philadelphia,39.9444366,-75.1708063,Pumpkin,19146,432,4.0
1225 Walnut St,LgAuYz5cQe3zTxuteJ4VyQ,"Sandwiches, Restaurants, Cafes, Vegetarian",Philadelphia,39.949130566,-75.1616937821,Fuel Center City,19107,432,3.5
248 S 11th St,OAWa1WML2V1ZLJGD6V3nBQ,"Coffee & Tea, Sandwiches, Delis, Diners, Food, Restaurants, Salad, Breakfast & Brunch",Philadelphia,39.9471698,-75.1594404,Middle Child,19107,426,4.5
129 W Laurel St,BgQOm2TuoF1UmD4e7BOUjA,"American (New), Bars, Sandwiches, Restaurants, American (Traditional), Nightlife, Cocktail Bars",Philadelphia,39.9651094,-75.1389069,Jerry's Bar,19123,424,3.5
4251 Main St,gCcJTKC40CL0XtYYGfcXDw,"Juice Bars & Smoothies, Food, Mediterranean, Greek, Restaurants, Sandwiches",Philadelphia,40.024774,-75.2214354,Smiley's Cafe,19127,423,4.5
106 S 13th St,6F-6mFFNw2YXN7lD_Gukcg,"Restaurants, Mexican",Philadelphia,39.950081,-75.162148,Lolita,19107,423,4.0
221 N 11th St,zRjUMHQJ5gAmFhcXZtLacA,"Vietnamese, Restaurants",Philadelphia,39.9563297,-75.157069,Vietnam Restaurant,19107,421,4.0
936 S 9th St,Vnagnur1os0ZduOpvDH27A,"Restaurants, Italian",Philadelphia,39.9379512,-75.158238,Villa Di Roma,19147,421,4.0
261 S 20th St,SDL247FlOnScJfuNjZESxg,"Restaurants, American (New), Desserts, Middle Eastern, Asian Fusion, Cocktail Bars, Bars, Nightlife, Food",Philadelphia,39.9486084,-75.1740323,Twenty Manning,19103,421,3.5
20th & Ludlow St,rQW9iupvhk6ScPn2VPNLVQ,"Food Trucks, Falafel, Food Stands, Food, Mediterranean, Restaurants, Middle Eastern",Philadelphia,39.952932,-75.173293,Octopus Falafel Truck,19103,420,4.5
"1100 S Christopher Columbus Blvd, Unit 22",IjMs1n7UelI7ev_5IDl5kA,"Coffee & Tea, Beauty & Spas, Cosmetics & Beauty Supply, Shopping, Arts & Crafts, Costumes, Restaurants, Vietnamese, Food",Philadelphia,39.932705,-75.14438,Pho Saigon,19147,419,4.0
604 South St,khH0QtNyUjcExh9i2CwGfg,"Restaurants, American (New)",Philadelphia,39.9419068,-75.152643,Serpico,19147,419,4.0
9645 James St,P2Lm1g_RztvIaH4daQsXoQ,"Breakfast & Brunch, Cafes, American (New), Pubs, Restaurants, Bars, Nightlife",Philadelphia,40.053857,-74.98396,Three Monkeys Cafe,19114,419,3.5
3408 Sansom St,_PvljXZHQlUmL8SuOXF8ug,"Irish, Gastropubs, Pubs, American (Traditional), Nightlife, Bars, Restaurants",Philadelphia,39.9535171,-75.1926364399,New Deck Tavern,19104,419,3.5
1501 Spruce St,L0c6-mnkcV9fXLk0--dkWQ,"American (Traditional), Bars, Sports Bars, Restaurants, Nightlife, Buffets, Burgers",Philadelphia,39.94731,-75.166551911,Fox and Hound,19102,418,2.5
1508 Sansom St,PVVFos1LDfD7iETY0w4vaA,"Kosher, Chinese, Restaurants, Vegetarian, Vegan",Philadelphia,39.950215,-75.166346,Su Xing House,19102,417,4.0
4356 Main St,bffLbfi1IEAff5C2IHJvFA,"Chinese, Restaurants",Philadelphia,40.0253737,-75.2238628,Han Dynasty,19127,417,3.5
3549 Chestnut St,MzFhaFNbE03zF84BPkN7yQ,"Restaurants, Ethnic Food, Noodles, Food, Dim Sum, Specialty Food, Chinese",Philadelphia,39.9548759225,-75.1939325212,Sang Kee Noodle House,19104,417,3.0
762 S 10th St,erz6oUEJdx787WyOlxMARw,"Italian, Restaurants",Philadelphia,39.9400687845,-75.1594229629,Dante & Luigi's,19147,415,4.0
218 N 13th St,VP8HMhVt-pKmqGNmDW4-TQ,"Desserts, Bars, Food, Coffee & Tea, Nightlife, Dim Sum, Restaurants, Cocktail Bars, Cantonese, Chinese",Philadelphia,39.956593,-75.160772,Nom Wah Philadelphia,19107,414,4.0
1722 Sansom St,ZDdNEwBENLXBT3jjQD5STQ,"Korean, Restaurants, Asian Fusion, Soup",Philadelphia,39.95071,-75.16971,Giwa Korean Kitchen,19103,412,3.5
123 S 23rd St,IcLm9Z1zphLnzUvrFK6aiA,"Thai, Restaurants",Philadelphia,39.951799,-75.178213,Erawan Thai Cuisine,19103,411,3.5
1100 N Front St,GWqPmrWu0kXB_-gB1H-j6A,"Restaurants, Chicken Shop, Chicken Wings, Sandwiches, Comfort Food, American (Traditional), Soul Food",Philadelphia,39.9674815,-75.136957,Love & Honey Fried Chicken,19123,409,4.5
1608 South St,8P8HIysyyGbG8_94cG1Jyg,"American (New), Bars, Wine Bars, Italian, Restaurants, Comfort Food, Seafood, Nightlife",Philadelphia,39.9440110213,-75.1691403878,Entree BYOB,19146,408,4.5
160 N 3rd St,2qHkwqao9GyxnDXHzCv4JA,"Specialty Food, Salad, American (New), Sandwiches, Food, Desserts, Breakfast & Brunch, Restaurants, Cheese Shops",Philadelphia,39.9538296,-75.1449499,Wedge + Fig,19106,408,4.0
915 Arch St,s9ceDy-cVHe0uzvZpWq87Q,"Szechuan, Chinese, Restaurants, Noodles, Soup",Philadelphia,39.9536815,-75.1554273,E Mei Restaurant,19107,407,4.0
129 S 13th St,2pLIQ0RHSmUbF0eIRT0LYg,"Wine Bars, Bars, Nightlife, French, Restaurants",Philadelphia,39.9495566,-75.1617091,Vintage Wine Bar,19107,406,4.0
926 S St,hcxea89M_U__LADtu3C0kA,"American (New), French, Restaurants, American (Traditional)",Philadelphia,39.942621512,-75.1579622906,Supper,19147,402,3.5
4535 N 5th St,_OgwyI_0mGs620_ZfKgzbg,"Latin American, American (New), Caribbean, Dance Clubs, Bars, Restaurants, Cuban, Nightlife",Philadelphia,40.0205736,-75.1337987,Tierra Colombiana Restaurant,19140,402,4.0
37 S 19th St,vpNJJNVgVmf2u1lfdFh81w,"Breakfast & Brunch, Restaurants, American (New)",Philadelphia,39.952304,-75.1715399,Matyson,19103,402,4.0
150 N 10th St,t6g6Lj8WzjIXXucCl9jdTQ,"Salad, Coffee & Tea, Juice Bars & Smoothies, Desserts, Ice Cream & Frozen Yogurt, Food, Creperies, Gluten-Free, Restaurants, Japanese",Philadelphia,39.9550806,-75.1561748,T-Swirl Crêpe,19107,401,4.0
1033 N 2nd St,jHZS9GIhW7s9r4w5w-0A0Q,"Beer, Wine & Spirits, Food, Desserts, Breakfast & Brunch, Diners, Restaurants",Philadelphia,39.9675198,-75.13981,Darling's Diner,19123,401,2.5
45 N 13th St,Ldch7Nc5gaZrhcIRd7mcjw,"Japanese, Sushi Bars, Restaurants",Philadelphia,39.9535852,-75.1609794,Kabuki Sushi,19107,400,4.0
1026 Race St,Yu401DtSmkXpJhgXnQcFrg,"Restaurants, Venues & Event Spaces, Chinese, Dim Sum, Event Planning & Services",Philadelphia,39.95544,-75.156989,Joy Tsin Lau Chinese Restaurant,19107,398,3.0
1511 Locust St,d28lZlSps97FHhXZazJ8zA,"Restaurants, American (Traditional), Bars, Burgers, Nightlife",Philadelphia,39.9486272,-75.1666356,Misconduct Tavern,19102,396,3.5
1046 Tasker St,tcvNBC65Gsa4cH1_gyucpQ,"Scandinavian, Restaurants, American (New)",Philadelphia,39.92966,-75.163003,Noord,19148,396,4.5
1410 Mt Vernon St,_s_51Vmq1LVQnGFSa-KfUw,"Breakfast & Brunch, Italian, Bars, Nightlife, American (New), Gastropubs, Restaurants",Philadelphia,39.9644843888,-75.1618600599,Alla Spina,19130,395,3.5
777 S Broad St,H3EK1Q8tqRGqPBps05Uahw,"Asian Fusion, Indian, Modern European, Restaurants, Vegetarian",Philadelphia,39.941204,-75.165127,Tashan,19147,395,4.0
3333 Market St,pW5DXTpKnw3y0fopipbJVg,"American (New), Sports Bars, Bars, Restaurants, Nightlife",Philadelphia,39.9559586568,-75.1906506718,Landmark Americana Tap & Grill - University City,19104,394,3.0
5826 Henry Ave,PgUoeGam08nCaLWJwrmrWQ,"Cheesesteaks, Restaurants, Sandwiches, Steakhouses",Philadelphia,40.0291319,-75.2063122,Chubbys Steaks,19128,394,4.0
812 N 2nd St,9e_rrzyTolsH1RUXHOvsMA,"Food, Ethnic Food, Restaurants, Thai, Asian Fusion, Specialty Food, Vegetarian",Philadelphia,39.9633982,-75.1411529,Circles Contemporary Thai,19123,394,3.5
8201 Germantown Ave,oqy15jhe1lOXttEvd4Srog,"Mexican, Bars, Food, Nightlife, Restaurants",Philadelphia,40.0735965366,-75.2026142093,El Poquito,19118,394,3.0
736 S 9th St,cFSyJluKa2SHtgMMvlx6SQ,"Restaurants, Pizza, Sandwiches",Philadelphia,39.9406517812,-75.1576136221,Angelo's Pizzeria,19147,393,4.5
4630 Baltimore Ave,XIKYdKWq72zUYsq8NBxcCQ,"Mediterranean, Vegetarian, American (New), Restaurants",Philadelphia,39.9485474,-75.2163663,Aksum Cafe,19143,393,4.0
705 N 2nd St,PYUI1OJVksGUbCrteU68bw,"Bars, American (Traditional), Breakfast & Brunch, Music Venues, Arts & Entertainment, Nightlife, Restaurants",Philadelphia,39.96207,-75.14104,Bourbon & Branch,19123,392,4.0
1 W Girard Ave,KkdLjGfVsfGESNkE0ktURg,"Restaurants, Ice Cream & Frozen Yogurt, Cheesesteaks, Food, Sandwiches, American (Traditional)",Philadelphia,39.969035,-75.134557,Joe's Steaks + Soda Shop,19125,392,4.0
1501 S 8th St,AnhgZCyjhzU8JVxl2ftJKQ,"Delis, Restaurants, Food, Bakeries, Sandwiches, Cheesesteaks",Philadelphia,39.9302586,-75.1579964,Cosmi's Deli,19147,391,4.0
2100 Fairmount Ave,gwxNttwUgmOn3vsHYe0pDQ,"Restaurants, Coffee & Tea, Gluten-Free, Food, Bagels",Philadelphia,39.967128,-75.172378,OCF Coffee House,19130,390,4.0
1200 Market St,oJxsRgj8Un9VAPXpaDuufA,"Restaurants, Gastropubs, American (New)",Philadelphia,39.9517241479,-75.1601829009,Bank & Bourbon,19107,390,3.5
1927 E Passyunk Ave,0-7N3z_cb3Z1xMGDrbez6w,"Italian, Restaurants",Philadelphia,39.926032,-75.1678,Le Virtu,19148,389,4.0
1720 Fairmount Ave,Mwc3n5Psw9wRaQ22vZWDYQ,"Food, Restaurants, Breweries, Comfort Food, Brewpubs, Breakfast & Brunch, Gastropubs",Philadelphia,39.9671254924,-75.1661240918,Bar Hygge,19130,387,4.5
1 S Broad St,S0dQ8Vks0IR-PZPLoBHKRA,"Seafood, Restaurants, Southern, Steakhouses, American (Traditional)",Philadelphia,39.951353,-75.1634754,McCormick & Schmick's Seafood & Steaks,19107,387,2.5
1017 S 9th St,nsH0hQ7xB5LS2_Ba3mqHTQ,"Restaurants, Sandwiches, Italian",Philadelphia,39.937135,-75.158062,Paesano's Philly Style,19147,387,4.5
60 S 38th St,uvj_tGQrGDSVXjNU4pHjCA,"Restaurants, Food, Indian, Ethnic Food, Specialty Food",Philadelphia,39.9556956061,-75.1985801108,Sitar India,19104,387,4.0
1415 W Porter St,dYinIkKBspHV5hSaukklFg,"Restaurants, Italian",Philadelphia,39.919628,-75.1713762,L'Angolo Ristorante,19145,386,4.5
2016 Penrose Ave,nF5QByCz21MY0KLtSoB5KA,"Comfort Food, Diners, Breakfast & Brunch, Restaurants",Philadelphia,39.9122173,-75.1827641,Penrose Diner,19145,386,4.0
121 S 17th St,oBhJuukGRqPVvYBfTkhuZA,"American (New), Breakfast & Brunch, Bars, Nightlife, Restaurants",Philadelphia,39.9508011,-75.1686108,Square 1682,19103,385,3.5
8400 Germantown Ave,ohWH383r60AREWh-aphpSw,"American (New), Breweries, Desserts, American (Traditional), Restaurants, Food",Philadelphia,40.0750694,-75.2055144,Iron Hill Brewery & Restaurant,19118,384,3.5
1100 Chestnut St,V_jy9Aemc3kjznqhbsu_Dg,"Coffee & Tea, Food, American (New), Arts & Entertainment, Nightlife, Music Venues, Restaurants, Bars",Philadelphia,39.950125,-75.1587931,MilkBoy,19107,383,3.5
